Group	肝酶正常	肝酶正常	肝酶异常	肝酶异常	肝酶异常	肝酶正常	肝酶正常	肝酶异常
PWY0-1296	0.000293470425421024	0.000328720757632889	0.000381945226010225	0.000304652345521755	0.000525093116777615	0.00037269755444565	0.000404452778590769	0.000543466322058725
PWY0-1297	7.84698935278832e-05	0.00012529729513251	5.30098028876615e-05	2.56249315466737e-05	6.16171698937732e-05	2.27526250464211e-05	3.40586741935092e-05	6.91783028773568e-05
PWY0-1298	5.89712488545625e-05	7.94337231052366e-05	2.86292650836421e-05	1.0395080704713e-05	8.9151371921615e-05	4.68938390110654e-05	4.8801168644779e-05	6.38623590540138e-05
PWY0-1319	0.000448279160931805	0.000473563442384103	0.000587098732873577	0.000600532562164246	0.000617604342705979	0.000586101409598385	0.000634495675811534	0.00060206784836183
PWY0-1338	9.66097303692e-06	1.73664643463367e-05	6.45420435455551e-06	3.44697241176694e-06	3.11222668108416e-06	1.05656560614458e-07	1.78096923999188e-07	8.28489173752151e-07
PWY0-1415	2.572507993931e-05	2.51969078819475e-05	1.43340805968474e-05	6.12131212805674e-06	7.25020765553629e-06	1.55001985432254e-06	1.29786509654434e-06	1.92831823017252e-06
PWY0-1479	3.09925792760507e-07	1.90132633700646e-06	3.30150304739648e-05	2.92711893398266e-05	0	0	0	0
PWY0-1533	1.49367593885372e-05	2.62215950379376e-05	8.42319357746494e-06	3.59530687902075e-06	7.05657165563188e-06	6.45628179893425e-07	1.00461607574864e-06	2.53193088479956e-06
PWY0-1586	7.54902333998332e-05	0.000107426442379823	0.000217005340195268	0.000261084659320411	0.000101747567133451	0.000152643849886705	0.000189102062939253	9.98086755934625e-05
PWY0-162	0.00027623340545593	0.000266890721225222	0.000158787800455593	0.000144894118089694	0.000201303390530695	0.000196123052979484	0.000184009585601712	0.000184729006123099
PWY0-166	0.000257907082726727	0.000202084832312908	0.000230820950852042	0.000234280908470966	0.000163409871934494	0.000188341371879759	0.000178957810297244	0.000170877794773718
PWY0-321	7.29885172497962e-06	1.56680210507286e-05	3.86634881235129e-06	1.13115069139324e-06	2.62871365330198e-06	0	2.11884697448214e-07	6.71837779859739e-07
PWY0-41	1.61513752157574e-06	2.46281992091979e-06	4.07275118212307e-06	1.49655307578306e-06	3.00262653427081e-06	3.67711775667172e-07	4.29024366709088e-07	1.29408912891744e-06
PWY0-42	2.30243530831047e-06	4.64763581966951e-06	5.60067533469512e-06	2.58225577906046e-06	3.55024144457269e-06	1.42224955487689e-07	1.6429423068257e-07	1.31315810524459e-07
PWY0-781	6.69380499423846e-05	9.68739946253645e-05	0.000114862723617295	5.78136434845768e-05	0.000186725839080886	0.000182255615387248	0.000233107484494048	0.000255973868862769
PWY0-845	0.000193937316429128	0.000132347561727488	0.000262870879679035	0.000332704932327123	0.000109425381502939	7.03919584915451e-05	3.04853411236968e-05	6.64871474666868e-05
PWY0-862	3.68262656401675e-05	4.97422549415374e-05	6.47022899714382e-05	1.44392690709733e-05	1.86273723476384e-05	7.92988123320188e-06	3.49911864202738e-06	4.70227305293673e-06
PWY1F-823	1.0876940152495e-07	5.83941561973914e-08	0	3.48298097586316e-08	6.25838954255424e-08	0	7.60984035207385e-08	7.24278532328465e-08
PWY1G-0	0	1.47132999917055e-07	0	0	1.14092592452264e-07	0	0	2.18813091516716e-07
PWY3O-19	0	0	5.3751888927065e-07	6.12172962427888e-07	0	1.69462800316502e-07	3.71362566507649e-07	0
PWY490-3	2.00173676281896e-05	2.41303203039235e-05	1.06491085735018e-05	3.66753200021437e-06	7.92057446859546e-06	9.97514555346979e-06	9.22631620450237e-06	4.24179014513854e-06
PWY4FS-7	0.000127200803672636	0.000154844497075617	0.000115831617758615	8.30174963315862e-05	6.10594719210857e-05	3.13985601995358e-05	1.47459292034741e-05	4.18954376071337e-05
PWY4FS-8	0.000127185020815107	0.000154842815515183	0.000115828220525057	8.30166585748942e-05	6.10593709987303e-05	3.13983356957899e-05	1.47459224549756e-05	4.18953819603265e-05
PWY4LZ-257	3.754753913605e-05	5.8144514233693e-05	2.39486233902311e-05	9.40984466322874e-06	2.95900437776701e-05	1.24015828561827e-05	1.25780291260814e-05	1.50341883436617e-05
PWY66-367	0	0	1.72628520220109e-06	7.13326055715209e-07	0	0	0	0
PWY66-389	0	5.14024022118675e-07	1.48097869689175e-06	1.32220411964327e-06	1.21872378830301e-06	1.64756603582484e-07	0	0
PWY66-398	6.18444329185727e-06	6.70662866211018e-06	4.66347562877984e-06	2.67282993149988e-06	5.24766632540602e-06	1.07991015496686e-06	3.53578365895681e-07	3.00416095140654e-06
PWY66-399	4.29880617882044e-05	4.55106832996684e-05	4.42329305710584e-05	2.6131019796444e-05	4.07425279828475e-05	2.62450407186733e-05	2.16680865923982e-05	4.44351726039356e-05
PWY66-400	0.000184606565334147	0.000189014174607068	0.000120370436885709	7.54160253119161e-05	6.16228970950775e-05	2.38664675783382e-05	1.859450137809e-05	4.80836952337808e-05
PWY66-409	0.000168420510110603	0.000194271107742498	0.000107574081378464	5.39837366144809e-05	0.00012208428387889	5.82465805635559e-05	7.9834114319276e-05	0.000131821212673105
PWY66-422	0.000185486978387294	0.000219595873964031	0.000263583149343434	0.000185079195058192	0.000428889981443901	0.000330992626801548	0.000379251538831937	0.000442357248610168
PWYG-321	4.13707663653592e-05	5.57133352546663e-05	7.44110391646428e-05	1.72854078593167e-05	2.2195249451903e-05	9.55862782272313e-06	4.23129751502874e-06	5.6743589928175e-06
PYRIDNUCSAL-PWY	5.46044664338412e-05	6.25377260605268e-05	3.02598926706748e-05	1.11107526870234e-05	3.08241843792666e-05	1.66260164754079e-05	5.25567425988074e-06	2.24262761135754e-05
PYRIDNUCSYN-PWY	0.000111734044210937	0.000104025282285628	7.34286883500134e-05	4.32519543820486e-05	0.000204357118113151	0.000204126006874345	0.000201320488090809	0.000202356596437027
PYRIDOXSYN-PWY	0.000186701843700974	0.000113049674620325	0.000229964718079339	0.000338149631087491	8.30016964097815e-05	5.42712306102686e-05	2.30184120798999e-05	4.92082371135201e-05
REDCITCYC	2.02130424057378e-05	2.99877440483186e-05	2.65441235309323e-05	1.1651743999507e-05	2.07024165817774e-05	4.20220106595586e-06	2.19606529923473e-06	5.84081179407062e-06
RHAMCAT-PWY	0.000180489536551124	0.000200364553118772	0.000111760567299233	0.000163838133860188	0.000198915256748692	7.99656236820305e-05	9.2738156554121e-05	0.000173264567554068
RIBOSYN2-PWY	0.000121980924458133	0.000140305311349796	8.46584275391448e-05	5.91666715071303e-05	7.83970343961358e-05	4.93936497472965e-05	2.84058265895983e-05	2.30566804569234e-05
RUMP-PWY	0	0	0	0	2.42278937323654e-06	1.65589280757492e-07	9.55284208320221e-07	2.37099726032968e-06
SALVADEHYPOX-PWY	3.86552502857514e-05	7.41447714722287e-05	5.11909709404862e-05	1.93326284441179e-05	0.000145143378957566	5.29416024987509e-05	6.24842332382339e-05	0.000135089565758433
SER-GLYSYN-PWY	0.000148301920553665	0.000154058327494381	0.000169711990283004	0.00020913608672252	0.00034130915499409	0.000288147156330484	0.00030140620018452	0.000384378544703782
SO4ASSIM-PWY	4.17035353599275e-05	6.80683485293888e-05	7.20097510671575e-05	2.90660080421266e-05	2.86053591760721e-05	1.59198270516964e-05	8.90421689027303e-06	5.4185849620744e-06
SULFATE-CYS-PWY	4.85364693991022e-05	5.86290392829422e-05	6.15883370102321e-05	2.59658921611995e-05	5.1021408708327e-05	2.70038919705385e-05	1.80119374073204e-05	1.17018618292654e-05
TCA-GLYOX-BYPASS	3.19510844007679e-05	4.11078198806434e-05	2.33759048253819e-05	1.17122887700424e-05	1.85757420480291e-05	3.37990150021643e-06	2.59949201180331e-06	5.3599177947943e-06
TCA	6.12249094792166e-05	7.65355934542119e-05	5.84639487137356e-05	3.25641743669051e-05	6.41199161670725e-05	5.1712216254227e-05	4.02555624866088e-05	5.54840837957572e-05
TEICHOICACID-PWY	1.05172780289218e-06	1.25931709848875e-06	2.07017093729417e-07	0	1.18651774503719e-07	0	0	0
THISYN-PWY	0.000127848549214647	0.000196335491132165	0.000114526099315002	7.5927387730449e-05	9.19002744654438e-05	2.13782549750171e-05	3.13804029942431e-05	4.74306588175494e-05
THISYNARA-PWY	0.000168373303438893	0.000157818628334287	0.000128090510217566	0.000169387678752631	0.000210230888053358	0.000185795859210118	0.000219176293624697	0.000213859623046785
THRESYN-PWY	0.0002066917064721	0.000183282274853765	0.000286969640811807	0.000295576553020347	0.000336770917480112	0.000389215519845206	0.000483311980147041	0.000422831759200404
TRNA-CHARGING-PWY	0.000222018734840405	0.00025195510504649	0.000281181414697413	0.000226471808467837	0.000426411800014354	0.000481251117518472	0.000398996087532421	0.000441810510545606
TRPSYN-PWY	0.000175856742992571	0.000151233282494669	0.00010982618309825	4.03861871955499e-05	0.000275105346625004	0.000194248557288694	0.000183216839495378	0.000245343461487158
UBISYN-PWY	1.2646145636116e-05	2.49931011699275e-05	1.22670953383609e-05	7.25013801539521e-06	7.89945051473798e-06	7.56554599595544e-07	4.50786186723192e-07	1.60016535115257e-06
UDPNAGSYN-PWY	9.68290590260106e-05	9.28215493793903e-05	9.33943598221114e-05	3.56957603264756e-05	0.00017165804303592	0.000150913865585741	0.000273211773062495	0.00025105800062086
URDEGR-PWY	0	1.7176558284722e-06	3.91740860729491e-06	1.59655498145163e-06	2.72466670158465e-06	5.89456272298677e-07	4.87464020374177e-07	1.2922876984461e-06
VALSYN-PWY	0.000501865923930153	0.000433729049054037	0.000637875288966872	0.000721407670996038	0.000771184881033929	0.000745516660361063	0.000770248520315604	0.0008760730294537
